num_players,player_stack,player_cards,pre_flop,flop,decision_flop,turn,decision_turn,river,decision_river,net_result,winners
5,22.34,3h Qh,"received, received, folds",9d 2h Jd,,,,Ks,,0.0,cbags95
5,42.95,Js 7h,"received, received, folds",2s 4c Kh,,2h,,5d,,0.0,HomoPokerus
3,44.1,8d 7s,"has, received, received, folds, does",,,,,,folded,-1.0,St3p04ka
5,22.59,5h Kc,"has, received, received, folds, does",,,,,,folded,-0.25,cbags95
4,42.95,3d 3c,"received, received, folds, does",,,,,,folded,0.0,GT
5,20.0,2h 8c,"received, received, folds, does",,,,,,folded,0.0,aleks0v
5,22.34,Kh 3h,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
3,20.0,8h 2d,"has, received, received, folds",Kh 2h Qc,,Qs,,7c,,-0.25,IgLa
3,44.1,Qs 4c,"received, received, folds, does",,,,,,folded,0.0,THE
6,22.26,8d Js,"received, received, folds",4s 10c 3d,,2c,,,,0.0,IgLa
5,20.0,Ad,"received, received, raises, allin",3c 7h Kh,,7s,,9h,,-20.0,Ksowas
5,22.34,6c,"received, received, folds",5c Qh 10h,,3s,,7h,,0.0,SmellofVictory
3,44.1,2s 8c,"received, received, folds",10s 3d 2c,,,,,,0.0,GT
4,42.95,Qc 3d,"received, received, folds",8c 10s 9d,,3h,,8d,,0.0,mcjvtny
6,21.51,Ac,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
4,44.1,8s 6h,"received, received, folds, does",,,,,,folded,0.0,GT
6,20.0,4d 7s,"has, received, received, folds, does",,,,,,folded,-0.5,iamlucky17
5,20.5,Jc Js,"received, received, raises",7s 5s 2s,"bets, mucks, mucks",,,,,1.84,IlxxxlI
3,21.2,Ad 9d,"has, received, received, calls",7c 8s Kd,"checks, raises",8c,"checks, folds, does",,folded,-5.0,WeakAndWeary
6,21.51,5d 4s,"received, received, folds, does",,,,,,folded,0.0,DGS1
5,20.5,Jd 2c,"received, received, folds",9s Qs 3h,,,,,,0.0,cbags95
3,21.2,2s,"received, received, folds, does",,,,,,folded,0.0,IgLa
4,44.6,2h,"has, received, received, folds",5h 3s 9s,,Ah,,7c,,-0.5,ThxBro
5,20.75,Js,"has, received, received, folds, does",,,,,,folded,-0.25,IgLa
4,20.5,5h Kc,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
4,50.25,Ah 5c,"received, received, raises",7h 10c Kc,checks,6s,bets,7c,checks,-7.3,Ksowas
6,20.0,Qs Qc,"received, received, raises",Jh 7c 10s,"bets, mucks, mucks",,,,,1.51,IlxxxlI
4,20.5,8h 9s,"received, received, folds, does",,,,,,folded,0.0,IgLa
6,20.0,4c 9d,"has, received, received, folds",4d 3d 7h,,Jc,,2d,,-1.0,iamlucky17
3,20.75,Jc 4c,"has, received, received, calls",7c 7d 3c,"bets, mucks, mucks",,,,,0.45,IlxxxlI
4,45.6,4s 3h,"has, received, received, folds, does",,,,,,folded,-1.0,THE
4,20.5,Jh 7d,"received, received, folds, does",,,,,,folded,0.0,IgLa
6,20.0,5s 4d,"received, received, folds, does",,,,,,folded,0.0,HomoPokerus
5,20.0,9d Kc,"has, received, received, raises, mucks, mucks",,,,,,,0.5,IlxxxlI
6,20.0,Jc Qh,"has, received, received, folds, does",,,,,,folded,-0.25,DGS1
3,20.25,Kh 5s,"has, received, received, folds",3h 8s 7d,,,,,,-0.25,IgLa
4,21.75,Jd,"has, received, received, calls",9d 9c 2d,"checks, folds, does",,,,folded,-1.0,WeakAndWeary
4,45.6,4c 4d,"received, received, folds, does",,,,,,folded,0.0,GT
3,20.0,Kd,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
5,20.0,4s Kc,"has, received, received, folds, does",,,,,,folded,-0.5,SmellofVictory
6,20.0,4c 3h,"received, received, folds",10h 5d Js,,,,,,0.0,Ksowas
4,44.1,7d Ad,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
4,40.0,As,"has, received, received, raises",6s 3h 8d,bets,4h,checks,Kd,"bets, mucks",10.25,IlxxxlI
6,20.0,4h 3s,"has, received, received, folds, does",,,,,,folded,-0.5,WeakAndWeary
4,44.1,Ad 4s,"received, received, folds, does",,,,,,folded,0.0,THE
4,21.75,3d Ks,"received, received, folds, does",,,,,,folded,0.0,aleks0v
6,20.0,7c Qh,"received, received, folds, does",,,,,,folded,0.0,Ksowas
4,41.88,Qc,"has, received, received, calls",5s 5h 2d,"checks, calls",Kd,"checks, folds, does",,folded,-4.24,GT
6,20.0,Jc 4h,"received, received, folds, does",,,,,,folded,0.0,Ksowas
4,44.1,Jd 3s,"received, received, folds, does",,,,,,folded,0.0,St3p04ka
6,20.0,Qs Kh,"has, received, received, raises, mucks, mucks",,,,,,,1.75,IlxxxlI
4,20.0,Kc Qh,"received, received, raises, folds, does",,,,,,folded,-1.25,WeakAndWeary
6,20.0,6h,"has, received, received, folds, does",,,,,,folded,-0.5,WeakAndWeary
5,41.88,2d 4h,"received, received, folds",3h 9d 4d,,Jc,,2s,,0.0,Ksowas
4,20.0,4c 6d,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
5,20.0,5s 7s,"has, received, received, folds",Qc Kc 10h,,5h,,,,-0.5,HomoPokerus
4,44.6,5s 4c,"has, received, received, folds",2s Js 3c,,Jc,,5c,,-0.5,THE
4,20.0,9d 4s,"has, received, received, folds, does",,,,,,folded,-0.25,WeakAndWeary
5,41.88,9s,"received, received, folds",4h 3h 6s,,Qd,,,,0.0,Ksowas
4,45.6,Ac 7d,"has, received, received, folds",Qd Kc 10s,,,,,,-1.0,ThxBro
5,20.0,Jh,"has, received, received, calls",6h 8c 5h,"checks, folds, does",,,,folded,-2.0,aleks0v
5,28.0,6s 7s,"has, received, received, calls",4h 2h 7d,calls,,bets,3c,checks,-8.0,IgLa
4,45.6,8s Kh,"received, received, folds, does",,,,,,folded,0.0,GT
5,20.0,4c 8s,"received, received, folds, does",,,,,,folded,0.0,St3p04ka
5,41.88,Jd 6c,"received, received, folds",10h 3c 10d,,Qs,,9h,,0.0,Ksowas
4,45.6,4c 9c,"received, received, folds",7c Qs 10s,,Qd,,6h,,0.0,THE
5,42.38,9h 5c,"has, received, received, folds, does",,,,,,folded,-0.5,aleks0v
5,43.38,Js 6c,"has, received, received, folds, does",,,,,,folded,-1.0,mcjvtny
5,41.88,Jc Js,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
4,45.6,7d 2h,"received, received, folds",Qh Jc 10c,,Ah,,6d,,0.0,St3p04ka
5,20.0,3c Js,"received, received, folds",Kh Ks Qh,,Ac,,6d,,0.0,St3p04ka
6,20.0,8s 4s,"received, received, folds, does",,,,,,folded,0.0,aleks0v
5,41.88,4d,"received, received, folds, does",,,,,,folded,0.0,RainbowBody
4,45.6,Js Kh,"received, received, folds, does",,,,,,folded,0.0,GT
6,20.0,As 8c,"has, received, received, folds, does",,,,,,folded,-0.5,aleks0v
4,46.1,Kh 7d,"has, received, received, folds, does",,,,,,folded,-0.5,GT
5,41.88,Kc 8d,"received, received, folds, does",,,,,,folded,0.0,Ksowas
6,20.0,3h Kd,"has, received, received, folds, does",,,,,,folded,-1.0,St3p04ka
6,20.0,Qh Js,"received, received, folds, does",,,,,,folded,0.0,HomoPokerus
4,49.1,Ad Js,"has, received, received, calls",5s 6h 10c,"checks, calls",6s,checks,7h,"checks, mucks",-3.0,ThxBro
6,28.0,As 4h,"received, received, folds",7h Qc 5c,,,,,,0.0,WeakAndWeary
5,44.18,As 3s,"received, received, raises, folds, does",,,,,,folded,-2.3,mcjvtny
5,44.68,Qd 2c,"has, received, received, folds, does",,,,,,folded,-0.5,Ksowas
6,20.0,Kd 2s,"received, received, folds",7c 6h 10s,,,,,,0.0,St3p04ka
6,20.0,3h Js,"received, received, folds, does",,,,,,folded,0.0,aleks0v
4,49.1,4h 4c,"received, received, folds, does",,,,,,folded,0.0,VegetablesArentYummy
5,45.68,6d 7s,"has, received, received, folds, does",,,,,,folded,-1.0,mcjvtny
5,20.0,5c 6h,"received, received, folds, does",,,,,,folded,0.0,Ksowas
4,49.1,5d Jc,"received, received, folds, does",,,,,,folded,0.0,THE
5,45.68,Jh 9c,"received, received, folds, does",,,,,,folded,0.0,Ksowas
4,49.1,9s,"received, received, folds, does",,,,,,folded,0.0,THE
6,28.0,2s 7d,"received, received, folds",9d 2c 8h,,Kc,,Js,,0.0,Pvybz
5,20.0,5d 6d,"has, received, received, raises",Kh Ah 10d,"bets, folds, does",,,,folded,-4.97,iamlucky17
5,45.68,9h 5h,"received, received, folds, does",,,,,,folded,0.0,Ksowas
6,28.0,7h Kd,"received, received, folds",7s As 4c,,8c,,,,0.0,Xobkcul
5,20.0,3s Qd,"has, received, received, folds, does",,,,,,folded,-1.0,iamlucky17
4,45.68,6s 3d,"received, received, folds, does",,,,,,folded,0.0,GT
4,40.0,8h 8c,"has, received, received, calls",2c 2h 4h,"checks, calls",7c,bets,9h,checks,9.1,IlxxxlI
4,44.18,Jh Js,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
4,40.0,9s,"has, received, received, folds, does",,,,,,folded,-1.0,THE
5,20.0,6h Ad,"received, received, folds, does",,,,,,folded,0.0,St3p04ka
4,44.68,Ac 4d,"has, received, received, folds, does",,,,,,folded,-0.5,RainbowBody
4,40.0,2c 6c,"received, received, folds, does",,,,,,folded,0.0,THE
6,25.26,8d Qd,"received, received, raises",7s 6d 7d,bets,2s,"bets, mucks, mucks",,,2.74,IlxxxlI
5,20.0,Jd 8h,"received, received, folds, does",,,,,,folded,0.0,Ksowas
4,41.5,As 5s,"has, received, received, calls",Jh 10h 2h,"bets, mucks, mucks",,,,,3.18,IlxxxlI
4,40.0,Qc 3h,"received, received, folds",7h Ks 7c,,,,,,0.0,St3p04ka
5,20.0,Ks 2h,"received, received, folds, does",,,,,,folded,0.0,Ksowas
4,40.0,4c Jc,"received, received, folds, does",,,,,,folded,0.0,ThxBro
6,21.5,Ah As,"has, received, received, raises",10s 8c 5c,"bets, mucks, mucks",,,,,3.76,IlxxxlI
5,20.0,7c 9d,"has, received, received, folds, does",,,,,,folded,-0.5,HomoPokerus
4,41.5,Kd 9d,"received, received, folds",3c 5s 7c,,4s,,,,0.0,RainbowBody
4,40.0,7c 8d,"received, received, folds, does",,,,,,folded,0.0,THE
5,20.0,4d,"has, received, received, folds, does",,,,,,folded,-1.0,St3p04ka
5,22.0,7c Jd,"has, received, received, folds, does",,,,,,folded,-0.5,Pvybz
4,40.0,9d As,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
4,40.0,2h 4d,"received, received, folds, does",,,,,,folded,0.0,Ksowas
5,22.0,5h Js,"received, received, folds, does",,,,,,folded,0.0,Pvybz
3,40.0,2h 4s,"has, received, received, folds, does",,,,,,folded,-0.5,ThxBro
5,22.0,5h Ah,"received, received, folds, does",,,,,,folded,0.0,Xobkcul
3,40.0,3c 9c,"has, received, received, folds, does",,,,,,folded,-1.0,St3p04ka
4,40.0,As,"has, received, received, folds",2s 10c Ac,,9h,,,,-0.5,mcjvtny
3,40.24,8h 5s,"has, received, received, folds, does",,,,,,folded,-1.0,Ksowas
5,22.0,6h Ad,"received, received, folds",2h 5d 7d,,Ac,,Qc,,0.0,IgLa
5,22.25,2h As,"has, received, received, folds",4s 7c 5c,,5s,,9c,,-0.25,WeakAndWeary
3,45.35,4s,"received, received, folds",Kd 2h 3d,,Ad,,7s,,0.0,Ksowas
5,20.0,Qh 8s,"has, received, received, calls",3d 9h 7h,"raises, mucks, mucks",,,,,2.25,IlxxxlI
3,40.25,Qh,"has, received, received, raises",9h 9c 4c,bets,6s,"bets, mucks, mucks",,,5.1,IlxxxlI
5,26.83,3h 9c,"received, received, folds, does",,,,,,folded,0.0,tcsewell3
5,20.0,8c,"received, received, folds, does",,,,,,folded,0.0,Pvybz
4,42.25,3s Ks,"has, received, received, calls",Qd 8h 9h,checks,5c,"folds, does",,folded,-2.0,AironVega
5,20.0,3d 9s,"received, received, folds, does",,,,,,folded,0.0,Xobkcul
5,20.0,4d 6d,"received, received, folds, does",,,,,,folded,0.0,Pvybz
6,22.13,Kh 7h,"received, received, raises, calls",4c 2d 8c,checks,2s,"bets, mucks, mucks",,,4.7,IlxxxlI
4,42.25,Ks 4h,"received, received, folds, does",,,,,,folded,0.0,flyshark01
5,42.25,2h 8s,"received, received, folds, does",,,,,,folded,0.0,AironVega
6,20.13,8s,"has, received, received, raises, mucks, mucks",,,,,,,2.0,IlxxxlI
5,20.16,Ac Kh,"has, received, received, raises, allin",6h 3s Qd,,Jc,,Qc,,-20.16,Xobkcul
6,20.63,Js 3h,"has, received, received, folds, does",,,,,,folded,-0.5,IgLa
5,20.66,3c Qh,"has, received, received, folds, does",,,,,,folded,-0.5,Xobkcul
5,40.0,5c 5d,"has, received, received, raises",Jh Ad 6s,"bets, mucks, mucks",,,,,2.25,IlxxxlI
6,20.63,4s 9c,"received, received, folds, does",,,,,,folded,0.0,shureg22
6,20.63,2s 9c,"received, received, folds, does",,,,,,folded,0.0,dankmann
5,20.66,2d 6c,"received, received, folds, does",,,,,,folded,0.0,Pvybz
4,20.66,Jd 8s,"received, received, folds, does",,,,,,folded,0.0,Xobkcul
6,21.88,Ac,"received, received, raises",6h 5s 5c,checks,Qd,"folds, does",,folded,-1.25,IgLa
4,20.66,8h 3h,"received, received, folds, does",,,,,,folded,0.0,Pvybz
5,40.0,7s 9s,"has, received, received, folds",2h Qh 5h,,,,,,-1.0,AironVega
6,21.88,4s,"received, received, folds, does",,,,,,folded,0.0,shureg22
6,22.13,3d,"has, received, received, folds, does",,,,,,folded,-0.25,dankmann
4,20.91,Js,"has, received, received, folds, does",,,,,,folded,-0.25,Pvybz
6,22.63,Kc 2c,"has, received, received, folds, does",,,,,,folded,-0.5,shureg22
4,21.41,2s,"has, received, received, folds, does",,,,,,folded,-0.5,Pvybz
6,22.63,Qc 5h,"received, received, folds, does",,,,,,folded,0.0,mcjvtny
5,40.0,5d Ks,"received, received, folds",4s 6c Jh,,,,,,0.0,RainbowBody
5,21.41,Jd 2h,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
6,22.63,9s Kc,"received, received, folds, does",,,,,,folded,0.0,shureg22
5,21.41,4s,"received, received, folds, does",,,,,,folded,0.0,Killerlynx1
6,22.63,9c 3h,"received, received, folds, does",,,,,,folded,0.0,IgLa
4,40.0,7s 4s,"received, received, folds",2d 4c 9d,,2c,,,,0.0,AironVega
5,21.41,4h,"received, received, folds",2d 2h 3d,,Ac,,Jd,,0.0,Killerlynx1
6,22.88,7s 6d,"has, received, received, folds",8d As 5s,,,,,,-0.25,mcjvtny
6,23.38,8c,"has, received, received, folds, does",,,,,,folded,-0.5,dankmann
5,21.66,9d Qd,"has, received, received, folds, does",,,,,,folded,-0.25,WeakAndWeary
4,20.0,3c Kh,"has, received, received, folds, does",,,,,,folded,-0.25,flyshark01
4,40.0,3s 3d,"received, received, raises, folds",5h Jh 8h,,9d,,,,-2.5,Ksowas
6,23.38,2h 8d,"received, received, folds",7h 10h Qd,,,,,,0.0,tcsewell3
4,20.0,7s,"has, received, received, folds, does",,,,,,folded,-0.5,flyshark01
5,22.16,3s,"has, received, received, folds, does",,,,,,folded,-0.5,Pvybz
4,40.0,8h 5s,"received, received, folds, does",,,,,,folded,0.0,Ksowas
4,20.0,5c Jc,"received, received, folds, does",,,,,,folded,0.0,flyshark01
5,22.16,4c,"received, received, folds",Ah 2h 6c,,,,,,0.0,Killerlynx1
5,22.16,7c Jh,"received, received, folds, does",,,,,,folded,0.0,Killerlynx1
4,40.0,6h Kh,"has, received, received, calls, calls",2d 10s 4d,"checks, folds, does",,,,folded,-3.0,flyshark01
4,20.0,5s Qc,"received, received, folds",4c 7h Js,,2c,,6c,,0.0,lonleyronin
8,21.79,Kc Kd,"received, received, raises",Qs 4c Qc,checks,4d,checks,5s,"bets, mucks",1.59,IlxxxlI
8,21.79,Js 7s,"received, received, folds, does",,,,,,folded,0.0,Log_in
4,20.25,9h 4s,"has, received, received, folds, does",,,,,,folded,-0.25,flyshark01
5,22.16,4s 5s,"received, received, folds",3d Jd 4d,,,,,,0.0,WeakAndWeary
6,22.41,7h 8d,"has, received, received, folds, does",,,,,,folded,-0.25,Xobkcul
5,20.0,Ks Ad,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
7,25.55,Kc Qd,"received, received, raises",3c 9s Qh,bets,9d,checks,Kh,"calls, mucks",-3.76,VamosRafaFTW
4,40.0,5s 8d,"has, received, received, folds",8c Ad 10h,,3s,,5c,,-1.0,flyshark01
6,22.41,7s 5d,"received, received, folds, does",,,,,,folded,0.0,lonleyronin
5,20.0,7c 6s,"received, received, folds, does",,,,,,folded,0.0,flyshark01
7,25.8,8c,"has, received, received, folds, does",,,,,,folded,-0.25,HoodedHarpoon
6,22.41,6c Jd,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
7,25.55,8h 7d,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
4,40.0,6c 2s,"received, received, folds",6s 4d 7d,,,,,,0.0,Ksowas
6,22.41,4h Kd,"received, received, folds, does",,,,,,folded,0.0,lonleyronin
4,40.0,2c Qc,"received, received, folds, does",,,,,,folded,0.0,Ksowas
5,20.0,4s 3d,"received, received, folds",3c 2s Ah,,9c,,As,,0.0,lonleyronin
6,20.9,Jh,"received, received, raises",8d 2h 7d,checks,Jc,"bets, mucks, mucks",,,1.51,IlxxxlI
4,40.0,4h Kc,"has, received, received, folds, does",,,,,,folded,-0.5,AironVega
5,20.0,2h 3d,"received, received, folds, does",,,,,,folded,0.0,flyshark01
4,33.11,8c 9s,"received, received, folds, does",,,,,,folded,0.0,Xobkcul
4,33.11,Ac 9d,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
6,20.0,6c Jc,"has, received, received, calls",7h 5h 4h,bets,6s,checks,7c,checks,0.9,IlxxxlI
4,40.0,9s Kh,"has, received, received, calls",Qs 4h 6s,bets,7h,checks,6d,"folds, folded",-3.98,AironVega
6,20.35,2h,"has, received, received, folds, does",,,,,,folded,-0.5,lonleyronin
4,40.0,2d Ks,"received, received, folds, does",,,,,,folded,0.0,flyshark01
5,33.36,4c Ks,"has, received, received, folds",8d 4s 6d,,6c,,9d,,-0.25,Xobkcul
6,20.35,4s Jh,"received, received, folds",5d Jd Ac,,,,,,0.0,Pvybz
5,20.0,3s 4c,"has, received, received, folds",9c 2d Qs,,6h,,,,-0.25,errrrrrrrrr
5,20.0,3s 7c,"has, received, received, folds, does",,,,,,folded,-0.5,Xobkcul
4,40.0,9h 4h,"received, received, folds",6h Jh 10d,,,,,,0.0,Ksowas
5,20.35,Jc 6d,"received, received, folds",Kd 4s 4d,,2h,,3s,,0.0,Xobkcul
5,20.0,4s 9d,"received, received, folds",6s Ad 5c,,3h,,,,0.0,flyshark01
5,20.35,5c,"received, received, folds, does",,,,,,folded,0.0,Pvybz
6,21.88,As 9d,"has, received, received, calls",9c 9s Ad,checks,4c,"checks, raises",9h,"allin, mucks",11.48,IlxxxlI
4,40.0,3s 9c,"has, received, received, folds, does",,,,,,folded,-0.5,Ksowas
9,25.55,4s 8h,"received, received, folds, does",,,,,,folded,0.0,BiGFck
9,25.55,3c Jc,"received, received, folds, does",,,,,,folded,0.0,dankmann
6,21.88,Kh,"received, received, folds",Ks 4h 10s,,,,,,0.0,brycecrispy
5,21.5,4c Ad,"received, received, raises",8s 7h 5c,checks,4s,"folds, does",,folded,-1.15,Killerlynx1
6,20.0,Kh 3s,"received, received, folds",2d 4s Qc,,6s,,,,0.0,errrrrrrrrr
5,40.0,6c 4c,"has, received, received, folds, does",,,,,,folded,-1.0,AironVega
8,27.05,Kh Qh,"received, received, raises, folds, does",,,,,,folded,-1.5,FartinGreenSince1717
6,20.0,5h,"received, received, folds, does",,,,,,folded,0.0,Xobkcul
5,21.75,Ad 7s,"has, received, received, folds",7c 5s 6c,,Qs,,,,-0.25,Xobkcul
8,27.05,5h Jd,"received, received, folds, does",,,,,,folded,0.0,VamosRafaFTW
5,40.0,Qh 3h,"received, received, folds, does",,,,,,folded,0.0,AironVega
6,20.25,7d 5d,"has, received, received, folds",Ad 8c 3s,,,,,,-0.25,flyshark01
4,40.0,Kd 5d,"received, received, folds, does",,,,,,folded,0.0,GT
6,21.88,7h 5c,"received, received, folds",Jh 8c 10h,,7c,,8s,,0.0,WeakAndWeary
8,27.05,8h Kh,"received, received, folds, does",,,,,,folded,0.0,mcjvtny
6,20.0,9c 5h,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
4,40.0,8c Qs,"received, received, folds, does",,,,,,folded,0.0,Ksowas
6,21.13,Kc Ad,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
3,40.0,5d Jd,"has, received, received, folds",6h 9c 8d,,,,,,-0.5,ElvenEyes
6,20.0,6s Ah,"received, received, folds, does",,,,,,folded,0.0,lonleyronin
5,20.0,Ac Kd,"has, received, received, raises",2s 3s Ad,"bets, mucks, mucks",,,,,1.13,IlxxxlI
7,23.66,9s Js,"received, received, raises, calls",7c Ah 10c,checks,5h,"bets, mucks, mucks",,,3.39,IlxxxlI
4,40.0,9s Jd,"has, received, received, folds, does",,,,,,folded,-1.0,flyshark01
6,20.0,3s As,"received, received, folds, does",,,,,,folded,0.0,lonleyronin
7,22.38,Js Qs,"received, received, raises",9s 2c Jd,"bets, mucks, mucks",,,,,1.28,IlxxxlI
5,20.0,4s 5c,"received, received, folds, does",,,,,,folded,0.0,flyshark01
7,22.63,5h 8s,"has, received, received, folds, does",,,,,,folded,-0.25,tcsewell3
5,20.0,Ah 9c,"has, received, received, calls",8c Qd 2d,"checks, folds, folded",Qc,,Ad,,-1.12,cbags95
5,20.0,9c Kh,"received, received, raises, folds, does",,,,,,folded,-1.15,Xobkcul
5,20.0,Qh,"received, received, folds, does",,,,,,folded,0.0,cbags95
5,20.0,2h 4c,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
7,20.0,9d Qc,"has, received, received, calls",7h 6c Js,"raises, mucks, mucks",,,,,2.63,IlxxxlI
5,20.0,9c 8s,"has, received, received, folds",3c 7h 5c,,4s,,2c,,-0.25,Xobkcul
5,20.0,4s 7d,"has, received, received, folds, does",,,,,,folded,-0.5,errrrrrrrrr
5,20.0,Qd 4d,"received, received, folds",7c Qh Jc,,3h,,,,0.0,cbags95
6,20.0,2s Js,"has, received, received, folds",Jd 7s Jc,,3s,,4s,,-0.25,Xobkcul
6,20.0,2c,"has, received, received, folds, does",,,,,,folded,-0.5,Xobkcul
6,20.0,4c 2h,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
6,20.0,3s 9h,"received, received, folds",10h 2d 10d,,5d,,3d,,0.0,38979
5,40.0,Jh Qh,"received, received, raises",6h 3c 2s,"bets, folds, does",,,,folded,-5.0,king_miller420
6,20.0,7s 6c,"received, received, folds",3c 3s 10h,,Kc,,Kd,,0.0,WeakAndWeary
6,20.84,7d 7c,"received, received, calls",10c 7h Qd,bets,9d,"bets, mucks, mucks",,,2.52,IlxxxlI
5,20.84,5d 6s,"received, received, folds, does",,,,,,folded,0.0,Polar1z1ng
5,40.0,4d 7s,"received, received, folds",6c 8d 2h,,Kh,,3d,,0.0,juanito24
5,40.0,9h Jd,"received, received, folds, does",,,,,,folded,0.0,juanito24
6,20.84,7c 3h,"received, received, folds, does",,,,,,folded,0.0,sharkdone
4,25.0,Jh Ks,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
5,40.0,Jh 2s,"has, received, received, folds, does",,,,,,folded,-0.5,king_miller420
6,20.25,Ad 9h,"has, received, received, folds",7h 4c As,,,,,,-0.25,38979
5,20.0,9c 7h,"received, received, folds, does",,,,,,folded,0.0,BHawk12
4,25.25,6c 7s,"has, received, received, folds, does",,,,,,folded,-0.25,sharkdone
6,21.09,8s Js,"has, received, received, folds, does",,,,,,folded,-0.25,RRapt09
5,40.0,9s,"received, received, folds, does",,,,,,folded,0.0,38979
6,21.59,Kd 8c,"has, received, received, folds, does",,,,,,folded,-0.5,Polar1z1ng
5,20.25,5h,"has, received, received, folds, does",,,,,,folded,-0.25,GagaPoker
4,10.0,8s 3s,"received, received, folds, does",,,,,,folded,0.0,XGXOFFX82
6,20.75,Qc 4h,"has, received, received, folds, does",,,,,,folded,-0.5,rascaldog
6,21.59,6c 4d,"received, received, folds, does",,,,,,folded,0.0,Remi1738
4,20.0,Qd 7d,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
4,20.75,Ad,"has, received, received, calls",9c Ah Kc,"bets, calls",,"bets, mucks, mucks",,,4.5,IlxxxlI
5,40.0,4d,"has, received, received, checks",2d Qs 6c,bets,5d,checks,8d,"folds, folded",-2.0,Shopkins
4,40.0,2d,"has, received, received, folds",As Qd 10d,,Qc,,,,-0.5,GagaPoker
5,20.0,Kh 3h,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
6,20.0,Ac Qc,"received, received, raises",8c 3h 10d,"bets, mucks, mucks",,,,,1.59,IlxxxlI
6,40.0,3d 9h,"received, received, folds, does",,,,,,folded,0.0,sobrr
4,10.0,Ac 4h,"received, received, folds",5d 6d 9h,,7c,,8s,,0.0,XGXOFFX82
6,20.0,5s Jc,"received, received, folds, does",,,,,,folded,0.0,BHawk12
5,20.0,6s Jh,"received, received, folds",2h Ad 3s,,,,,,0.0,Polar1z1ng
4,40.0,6c 9c,"has, received, received, calls",3c 4h 4c,"checks, calls",Qd,checks,Jh,"checks, mucks",-7.12,flyshark01
6,20.75,3s,"received, received, is, folds, does",,,,,,folded,0.0,rascaldog
6,40.0,5c Ah,"received, received, folds",Kc Jd 3c,,,,,,0.0,juanito24
4,10.0,3h Jh,"received, received, folds, does",,,,,,folded,0.0,Run
6,20.0,2s 6c,"received, received, folds, does",,,,,,folded,0.0,Polar1z1ng
6,40.0,Js 7h,"received, received, folds",3s 6s Qs,,Jh,,Ks,,0.0,king_miller420
5,20.0,Ad 7d,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
6,84.12,8c,"received, received, folds, does",,,,,,folded,0.0,GagaPoker
6,40.0,2s 5c,"has, received, received, folds, does",,,,,,folded,-0.5,sobrr
5,20.25,7h 6h,"has, received, received, raises",3d 9c Js,checks,6c,"checks, folds, does",,folded,-1.25,Polar1z1ng
5,20.0,7d 2c,"has, received, received, folds, does",,,,,,folded,-0.25,Parcker
6,84.12,Ac 5c,"received, received, folds, does",,,,,,folded,0.0,MadLifeGrinder
6,20.0,3h Jc,"has, received, received, folds",Ad 7s 4d,,Kh,,4h,,-0.25,RRapt09
4,10.0,Js,"has, received, received, folds",Ks 9h 2h,,6d,,,,-0.25,XGXOFFX82
6,40.0,9s 9d,"has, received, received, raises, calls",6h 8c 7s,,6s,,Ac,mucks,-30.0,sobrr
5,84.12,3c 2c,"received, received, folds, does",,,,,,folded,0.0,flyshark01
4,10.09,Jh 3d,"has, received, received, folds, does",,,,,,folded,-0.5,Run
5,20.0,9c Qd,"has, received, received, calls",4s Ah 5d,"folds, does",,,,folded,-1.5,rascaldog
5,20.75,3d Jc,"has, received, received, folds",Qd 2c 7c,,8s,,Qh,,-0.5,38979
5,10.09,2d Jc,"received, received, folds, does",,,,,,folded,0.0,FirstClan
6,20.0,7h,"has, received, received, folds",Kc Ks 4h,,2d,,,,-0.5,BHawk12
5,20.75,Ks 3h,"received, received, folds, does",,,,,,folded,0.0,Jui
5,20.0,2s,"received, received, folds",5d Jd 6h,,As,,,,0.0,rascaldog
6,20.0,5h 2c,"received, received, folds, does",,,,,,folded,0.0,BHawk12
4,50.18,Kc As,"received, received, raises, mucks, mucks",,,,,,,4.0,IlxxxlI
